open_date,date,pair,status,price_fst_stock,price_scnd_stock,beta_open,beta_close,last_residual,std_residual,std_open_residual,residual_open,open_price_first_stock,open_price_scnd_stock,close_limit,stop_limit,halflife,days_open,correlation,correlation_limit,var_limit,data_ini,data_fin,setor,sorted_pair,side,id,ratio_sem_custos,ratio,return,retorno_acumulado,return_sem_custos,retorno_acumulado_sem_custos
2019-12-27,2019-12-27,"('GOLL4', 'AZUL4')",True,37.182132,57.38962,0.8967056193520612,,-5.195980425058735,2.29109112668347,2.29109112668347,-5.195980425058735,37.182132,57.38962,1.145545563341722,22915.49344908807,DESLIGADO,0.0,0.9674973461828852,0.9193776919153187,-0.03682091682453349,2020-01-01,2020-07-01,Aéreas,"('AZUL4', 'GOLL4')",lower,1,0.6387543252595156,0.6478894963932502,,,,
2019-12-27,2019-12-30,"('GOLL4', 'AZUL4')",True,36.8,58.28,0.8967056193520612,,-5.683509446040773,2.3011229457615427,2.29109112668347,-5.195980425058735,37.182132,57.38962,1.145545563341722,22915.49344908807,DESLIGADO,1.0,0.9674973461828852,0.9193776919153187,-0.03682091682453349,2020-01-01,2020-07-01,Aéreas,"('AZUL4', 'GOLL4')",lower,1,0.6314344543582704,0.6314344543582704,-0.025397914500209895,-0.025397914500209895,-0.011459602873563735,-0.011459602873563735
2019-12-27,2020-01-02,"('GOLL4', 'AZUL4')",True,37.17,58.8,0.8967056193520612,,-5.713646663638926,2.3112074115721954,2.29109112668347,-5.195980425058735,37.182132,57.38962,1.145545563341722,22915.49344908807,DESLIGADO,2.0,0.9674973461828852,0.9193776919153187,-0.03682091682453349,2020-01-01,2020-07-01,Aéreas,"('AZUL4', 'GOLL4')",lower,1,0.6321428571428572,0.6321428571428572,0.0011218944099380401,-0.024304513868573685,0.0011218944099380401,-0.01035056492802966
2019-12-27,2020-01-03,"('GOLL4', 'AZUL4')",True,35.9,56.76,0.8967056193520612,,-5.11450825905343,2.318829696303763,2.29109112668347,-5.195980425058735,37.182132,57.38962,1.145545563341722,22915.49344908807,DESLIGADO,3.0,0.9674973461828852,0.9193776919153187,-0.03682091682453349,2020-01-01,2020-07-01,Aéreas,"('AZUL4', 'GOLL4')",lower,1,0.6324876673713883,0.6324876673713883,0.000545462508410699,-0.023772308561263444,0.000545462508410699,-0.009810748264728053
2019-12-27,2020-01-06,"('GOLL4', 'AZUL4')",True,34.25,55.0,0.8967056193520612,,-5.154970533225949,2.3265396804743963,2.29109112668347,-5.195980425058735,37.182132,57.38962,1.145545563341722,22915.49344908807,DESLIGADO,4.0,0.9674973461828852,0.9193776919153187,-0.03682091682453349,2020-01-01,2020-07-01,Aéreas,"('AZUL4', 'GOLL4')",lower,1,0.6227272727272727,0.6227272727272727,-0.01543175487465187,-0.03883721499739334,-0.01543175487465187,-0.025091106077021696
2019-12-27,2020-01-07,"('GOLL4', 'AZUL4')",True,34.45,56.82,0.8967056193520612,,-6.509860757270779,2.339908714225483,2.29109112668347,-5.195980425058735,37.182132,57.38962,1.145545563341722,22915.49344908807,DESLIGADO,5.0,0.9674973461828852,0.9193776919153187,-0.03682091682453349,2020-01-01,2020-07-01,Aéreas,"('AZUL4', 'GOLL4')",lower,1,0.6063005983808518,0.6063005983808518,-0.026378601140237934,-0.06419134473381738,-0.026378601140237934,-0.05080783893788643
2019-12-27,2020-01-08,"('GOLL4', 'AZUL4')",True,35.81,56.92,0.8967056193520612,,-5.189125529015897,2.3476270091321076,2.29109112668347,-5.195980425058735,37.182132,57.38962,1.145545563341722,22915.49344908807,DESLIGADO,6.0,0.9674973461828852,0.9193776919153187,-0.03682091682453349,2020-01-01,2020-07-01,Aéreas,"('AZUL4', 'GOLL4')",lower,1,0.6291286015460296,0.6291286015460296,0.03765129578651383,-0.02895693625481055,0.03765129578651383,-0.015069524123496492
2019-12-27,2020-01-09,"('GOLL4', 'AZUL4')",True,36.65,57.28,0.8967056193520612,,-4.62266563140097,2.3533130390115207,2.29109112668347,-5.195980425058735,37.182132,57.38962,1.145545563341722,22915.49344908807,DESLIGADO,7.0,0.9674973461828852,0.9193776919153187,-0.03682091682453349,2020-01-01,2020-07-01,Aéreas,"('AZUL4', 'GOLL4')",lower,1,0.6398393854748603,0.6398393854748603,0.017024792550378365,-0.012425129537064872,0.017024792550378365,0.0016987129048464666
2019-12-27,2020-01-10,"('GOLL4', 'AZUL4')",True,37.24,57.5,0.8967056193520612,,-4.1859972491813195,2.3575991576811908,2.29109112668347,-5.195980425058735,37.182132,57.38962,1.145545563341722,22915.49344908807,DESLIGADO,8.0,0.9674973461828852,0.9193776919153187,-0.03682091682453349,2020-01-01,2020-07-01,Aéreas,"('AZUL4', 'GOLL4')",lower,1,0.6476521739130435,0.6476521739130435,0.012210546295747138,-0.00036630086076072654,0.012210546295747138,0.013930001413161364
2019-12-27,2020-01-13,"('GOLL4', 'AZUL4')",True,38.0,58.3,0.8967056193520612,,-4.088827144076191,2.3615811877583,2.29109112668347,-5.195980425058735,37.182132,57.38962,1.145545563341722,22915.49344908807,DESLIGADO,9.0,0.9674973461828852,0.9193776919153187,-0.03682091682453349,2020-01-01,2020-07-01,Aéreas,"('AZUL4', 'GOLL4')",lower,1,0.6518010291595198,0.6518010291595198,0.006405992928903981,0.006037345547419415,0.006405992928903981,0.02042522983261774
