date,pair,status,price_fst_stock,price_scnd_stock,beta_open,beta_close,last_residual,std_residual,std_open_residual,residual_open,open_price_first_stock,open_price_scnd_stock,open_date,close_limit,stop_limit,halflife,days_open
2019-07-03,"('AZUL4', 'GOLL4')",True,44.16,35.57,0.9855773774630663,,-2.8153182921583095,1.2627339445770331,1.2627339445770331,-2.8153182921583095,44.16,35.57,2019-07-03,0.6313669722885203,1265.2594124661873,5000.0,0
2019-07-04,"('AZUL4', 'GOLL4')",close,46.75,38.17,0.9855773774630663,0.9810763690326909,-2.700922488363169,1.2740439753027981,1.2627339445770331,-2.8153182921583095,44.16,35.57,2019-07-03,0.6313669722885203,1265.2594124661873,5000.0,1
2019-07-05,"('AZUL4', 'GOLL4')",True,48.45,40.55,0.9754730266575762,,-3.2141186545419345,1.2905136940565518,1.2905136940565518,-3.2141186545419345,48.45,40.55,2019-07-05,0.6452568470282847,1293.0947214446649,6000.0,0
2019-07-08,"('AZUL4', 'GOLL4')",close,48.73,41.06,0.9754730266575762,0.9694167060279674,-3.299682509548852,1.3070966820283838,1.2905136940565518,-3.2141186545419345,48.45,40.55,2019-07-05,0.6452568470282847,1293.0947214446649,6000.0,1
2019-08-07,"('AZUL4', 'GOLL4')",True,53.12,39.64,0.9475127791903617,,2.719124788642624,1.258946838027715,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,0
2019-08-08,"('AZUL4', 'GOLL4')",True,54.55,40.13,0.9475127791903617,,3.6221133297478474,1.2718345942031488,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,1
2019-08-09,"('AZUL4', 'GOLL4')",True,55.47,40.71,0.9475127791903617,,3.919138601388788,1.2908169407388679,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,2
2019-08-12,"('AZUL4', 'GOLL4')",True,54.3,37.78,0.9475127791903617,,5.4643578182660235,1.3308447402236692,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,3
2019-08-13,"('AZUL4', 'GOLL4')",True,53.55,38.24,0.9475127791903617,,4.216165982692857,1.3515067538317609,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,4
2019-08-14,"('AZUL4', 'GOLL4')",True,50.97,36.53,0.9475127791903617,,3.238026653150442,1.361100749979498,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,5
2019-08-15,"('AZUL4', 'GOLL4')",True,50.56,35.84,0.9475127791903617,,3.4540156280389667,1.3717374932302364,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,6
2019-08-16,"('AZUL4', 'GOLL4')",True,50.47,35.11,0.9475127791903617,,4.025376527286596,1.3909427795424938,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,7
2019-08-19,"('AZUL4', 'GOLL4')",True,49.83,35.03,0.9475127791903617,,3.4313694723388863,1.4008060146866843,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,8
2019-08-20,"('AZUL4', 'GOLL4')",True,49.68,35.53,0.9475127791903617,,2.772675982316777,1.409519386100158,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,9
2019-08-21,"('AZUL4', 'GOLL4')",True,50.85,35.31,0.9475127791903617,,4.115252860296522,1.4304617323377549,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,10
2019-08-22,"('AZUL4', 'GOLL4')",True,48.94,33.52,0.9475127791903617,,3.902569587678954,1.4493079161777007,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,11
2019-08-23,"('AZUL4', 'GOLL4')",True,47.3,33.52,0.9475127791903617,,2.244547623041541,1.4557324592253764,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,12
2019-08-26,"('AZUL4', 'GOLL4')",True,46.0,32.51,0.9475127791903617,,1.9080096094459549,1.4602723723469337,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,13
2019-08-27,"('AZUL4', 'GOLL4')",True,45.98,32.94,0.9475127791903617,,1.460164308497383,1.4631988389668766,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,14
2019-08-28,"('AZUL4', 'GOLL4')",True,46.54,32.44,0.9475127791903617,,2.486140128455247,1.4716481151770942,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,15
2019-08-29,"('AZUL4', 'GOLL4')",True,48.55,33.88,0.9475127791903617,,3.073117909006342,1.484476182507118,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,16
2019-08-30,"('AZUL4', 'GOLL4')",True,47.1,33.32,0.9475127791903617,,2.148846957963457,1.490610508967687,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,17
2019-09-02,"('AZUL4', 'GOLL4')",True,47.14,32.76,0.9475127791903617,,2.7154368601172507,1.4989139079455427,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,18
2019-09-03,"('AZUL4', 'GOLL4')",True,45.96,31.67,0.9475127791903617,,2.5803913345010656,1.5067221373127655,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,19
2019-09-04,"('AZUL4', 'GOLL4')",True,47.11,32.12,0.9475127791903617,,3.2714952415147565,1.5202115374105982,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,20
