open_date,date,pair,status,price_fst_stock,price_scnd_stock,beta_open,beta_close,last_residual,std_residual,std_open_residual,residual_open,open_price_first_stock,open_price_scnd_stock,close_limit,stop_limit,halflife,days_open,correlation,correlation_limit,var_limit,data_ini,data_fin,setor,sorted_pair,side,id,ratio_sem_custos,ratio,return,retorno_acumulado,return_sem_custos,retorno_acumulado_sem_custos
2020-04-16,2020-04-16,"('ABEV3', 'BRFS3')",True,10.856538,19.133183,0.2703868170870193,,-2.0514393935787663,0.8443142081336344,0.8443142081336344,-2.0514393935787663,10.856538,19.133183,0.4221571040668097,8444.830709752612,DESLIGADO,0.0,0.901296939320099,0.8549394372179535,-0.05273655727446008,2020-01-01,2020-07-01,Alimentos e Bebidas,"('ABEV3', 'BRFS3')",lower,1,0.5594187856772185,0.5674193363435661,,,,
2020-04-16,2020-04-17,"('ABEV3', 'BRFS3')",True,10.92,19.05,0.2703868170870193,,-1.803740124790382,0.8489336713886363,0.8443142081336344,-2.0514393935787663,10.856538,19.133183,0.4221571040668097,8444.830709752612,DESLIGADO,1.0,0.901296939320099,0.8549394372179535,-0.05273655727446008,2020-01-01,2020-07-01,Alimentos e Bebidas,"('ABEV3', 'BRFS3')",lower,1,0.5732283464566928,0.5732283464566928,0.010237596326131193,0.010237596326131193,0.024685550669802492,0.024685550669802492
2020-04-16,2020-04-20,"('ABEV3', 'BRFS3')",True,10.93,18.92,0.2703868170870193,,-1.7097289431390958,0.8512679020707608,0.8443142081336344,-2.0514393935787663,10.856538,19.133183,0.4221571040668097,8444.830709752612,DESLIGADO,2.0,0.901296939320099,0.8549394372179535,-0.05273655727446008,2020-01-01,2020-07-01,Alimentos e Bebidas,"('ABEV3', 'BRFS3')",lower,1,0.5776955602536997,0.5776955602536997,0.007793079014009274,0.01811045773722353,0.007793079014009274,0.03267100613068585
2020-04-16,2020-04-22,"('ABEV3', 'BRFS3')",True,10.94,19.45,0.2703868170870193,,-1.8044129489589977,0.8562538868491371,0.8443142081336344,-2.0514393935787663,10.856538,19.133183,0.4221571040668097,8444.830709752612,DESLIGADO,3.0,0.901296939320099,0.8549394372179535,-0.05273655727446008,2020-01-01,2020-07-01,Alimentos e Bebidas,"('ABEV3', 'BRFS3')",lower,1,0.5624678663239074,0.5624678663239074,-0.026359375036749344,-0.008726297647108527,-0.026359375036749344,0.005450443790509851
2020-04-16,2020-04-23,"('ABEV3', 'BRFS3')",True,10.87,19.51,0.2703868170870193,,-1.8546073444162747,0.8637543145000488,0.8443142081336344,-2.0514393935787663,10.856538,19.133183,0.4221571040668097,8444.830709752612,DESLIGADO,4.0,0.901296939320099,0.8549394372179535,-0.05273655727446008,2020-01-01,2020-07-01,Alimentos e Bebidas,"('ABEV3', 'BRFS3')",lower,1,0.5571501793951819,0.5571501793951819,-0.00945420573708522,-0.018098003170914922,-0.00945420573708522,-0.00405529156352924
2020-04-16,2020-04-24,"('ABEV3', 'BRFS3')",True,10.46,18.55,0.2703868170870193,,-1.9506785924391359,0.8714259696469592,0.8443142081336344,-2.0514393935787663,10.856538,19.133183,0.4221571040668097,8444.830709752612,DESLIGADO,5.0,0.901296939320099,0.8549394372179535,-0.05273655727446008,2020-01-01,2020-07-01,Alimentos e Bebidas,"('ABEV3', 'BRFS3')",lower,1,0.5638814016172506,0.5638814016172506,0.012081522129950617,-0.0062351324667816455,0.012081522129950617,0.00797723647165327
2020-04-16,2020-04-27,"('ABEV3', 'BRFS3')",close,10.852397,20.715245570601027,0.2703868170870193,VAR CLOSE,-2.0124593391561465,0.8783931105271346,0.8443142081336344,-2.0514393935787663,10.856538,19.133183,0.4221571040668097,8444.830709752612,DESLIGADO,6.0,0.901296939320099,0.8549394372179535,-0.05273655727446008,2020-01-01,2020-07-01,Alimentos e Bebidas,"('ABEV3', 'BRFS3')",lower,1,0.5316147859922179,0.5238845449846691,-0.07093132796695867,-0.07672419420782162,-0.057222344153380234,-0.049701583852500786
2020-05-13,2020-05-13,"('BRFS3', 'ABEV3')",True,22.687765000000002,10.675260000000002,2.8037668784654484,,6.453865221387375,2.8137017799425394,2.8137017799425394,6.453865221387375,22.687765000000002,10.675260000000002,1.4068508899712726,28142.64520298528,DESLIGADO,0.0,0.9197437104295173,0.8549394372179535,-0.054103715507493544,2020-01-01,2020-07-01,Alimentos e Bebidas,"('ABEV3', 'BRFS3')",upper,2,0.4638949671772428,0.4705293800425031,,,,
2020-05-13,2020-05-14,"('BRFS3', 'ABEV3')",True,23.06,11.05,2.8037668784654484,,5.289988425067413,2.8330152783221783,2.8137017799425394,6.453865221387375,22.687765000000002,10.675260000000002,1.4068508899712726,28142.64520298528,DESLIGADO,1.0,0.9197437104295173,0.8549394372179535,-0.054103715507493544,2020-01-01,2020-07-01,Alimentos e Bebidas,"('ABEV3', 'BRFS3')",upper,2,0.47918473547268003,0.47918473547268003,0.018394930895484274,0.018394930895484274,0.032959547693466096,0.032959547693466096
2020-05-13,2020-05-15,"('BRFS3', 'ABEV3')",True,22.66,10.96,2.8037668784654484,,5.030763308467961,2.8495774339597855,2.8137017799425394,6.453865221387375,22.687765000000002,10.675260000000002,1.4068508899712726,28142.64520298528,DESLIGADO,2.0,0.9197437104295173,0.8549394372179535,-0.054103715507493544,2020-01-01,2020-07-01,Alimentos e Bebidas,"('ABEV3', 'BRFS3')",upper,2,0.4836716681376876,0.4836716681376876,0.009363680294576904,0.02793085544200724,0.009363680294576904,0.04263185065529851
2020-05-13,2020-05-18,"('BRFS3', 'ABEV3')",True,21.74,11.39,2.8037668784654484,,2.866945596676615,2.855112528826411,2.8137017799425394,6.453865221387375,22.687765000000002,10.675260000000002,1.4068508899712726,28142.64520298528,DESLIGADO,3.0,0.9197437104295173,0.8549394372179535,-0.054103715507493544,2020-01-01,2020-07-01,Alimentos e Bebidas,"('ABEV3', 'BRFS3')",upper,2,0.5239190432382705,0.5239190432382705,0.08321218246160678,0.11346722534296316,0.08321218246160678,0.1293915224523099
2020-05-13,2020-05-19,"('BRFS3', 'ABEV3')",True,22.0,11.24,2.8037668784654484,,3.48091086901465,2.8632943172468885,2.8137017799425394,6.453865221387375,22.687765000000002,10.675260000000002,1.4068508899712726,28142.64520298528,DESLIGADO,4.0,0.9197437104295173,0.8549394372179535,-0.054103715507493544,2020-01-01,2020-07-01,Alimentos e Bebidas,"('ABEV3', 'BRFS3')",upper,2,0.5109090909090909,0.5109090909090909,-0.024831989783702046,0.08581761857875958,-0.024831989783702046,0.10134648370497445
2020-05-13,2020-05-20,"('BRFS3', 'ABEV3')",True,22.47,11.43,2.8037668784654484,,3.3820180740848116,2.868914712834376,2.8137017799425394,6.453865221387375,22.687765000000002,10.675260000000002,1.4068508899712726,28142.64520298528,DESLIGADO,5.0,0.9197437104295173,0.8549394372179535,-0.054103715507493544,2020-01-01,2020-07-01,Alimentos e Bebidas,"('ABEV3', 'BRFS3')",upper,2,0.5086782376502003,0.5086782376502003,-0.004366438762953173,0.08107646243949973,-0.004366438762953173,0.09653752172708296
2020-05-13,2020-05-21,"('BRFS3', 'ABEV3')",True,21.8,11.18,2.8037668784654484,,3.3488575913089242,2.8730676265587083,2.8137017799425394,6.453865221387375,22.687765000000002,10.675260000000002,1.4068508899712726,28142.64520298528,DESLIGADO,6.0,0.9197437104295173,0.8549394372179535,-0.054103715507493544,2020-01-01,2020-07-01,Alimentos e Bebidas,"('ABEV3', 'BRFS3')",upper,2,0.5128440366972477,0.5128440366972477,0.008189457969129954,0.0899298926900638,0.008189457969129954,0.10551756967284076
