date,pair,status,price_fst_stock,price_scnd_stock,beta_open,beta_close,last_residual,std_residual,std_open_residual,residual_open,open_price_first_stock,open_price_scnd_stock,open_date,close_limit,stop_limit,halflife,days_open,correlation,correlation_limit,var_limit
2020-01-02 11:29:59.999999,"('CCRO3', 'ECOR3')",True,17.92,16.58,0.7189130951137298,,-0.5447590003189617,0.20948531113295576,0.20948531113295576,-0.5447590003189617,17.92,16.58,2020-01-02 11:29:59.999999,0.10474265556640543,209.9042817552216,23.0,0,0.9232804048011553,0.8615828318670071,-0.004827036515680677
2020-01-02 11:45:00.000001,"('CCRO3', 'ECOR3')",close,17.93,16.48,0.7189130951137298,VAR CLOSE,-0.4601076003293585,0.20962446139716323,0.20948531113295576,-0.5447590003189617,17.92,16.58,2020-01-02 11:29:59.999999,0.10474265556640543,209.9042817552216,23.0,1,0.9232804048011553,0.8615828318670071,-0.004827036515680677
2020-01-02 13:30:00.000000,"('CCRO3', 'ECOR3')",True,17.91,16.42,0.7097825699321881,,-0.4210544751031584,0.21026248064455969,0.21026248064455969,-0.4210544751031584,17.91,16.42,2020-01-02 13:30:00.000000,0.10513124032221527,210.68300560584873,23.0,0,0.9235249351208241,0.8615828318670071,-0.004811236993915535
2020-01-02 13:44:59.999999,"('CCRO3', 'ECOR3')",True,17.89,16.39,0.7097825699321881,,-0.41747565334527437,0.21033520807003842,0.21026248064455969,-0.4210544751031584,17.91,16.42,2020-01-02 13:30:00.000000,0.10513124032221527,210.68300560584873,23.0,1,0.9235249351208241,0.8615828318670071,-0.004811236993915535
2020-01-02 14:00:00.000001,"('CCRO3', 'ECOR3')",True,17.88,16.37,0.7097825699321881,,-0.41100006344014517,0.2103236645404098,0.21026248064455969,-0.4210544751031584,17.91,16.42,2020-01-02 13:30:00.000000,0.10513124032221527,210.68300560584873,23.0,2,0.9235249351208241,0.8615828318670071,-0.004811236993915535
2020-01-02 14:15:00.000000,"('CCRO3', 'ECOR3')",True,17.89,16.42,0.7097825699321881,,-0.4339080881277546,0.21036358786125492,0.21026248064455969,-0.4210544751031584,17.91,16.42,2020-01-02 13:30:00.000000,0.10513124032221527,210.68300560584873,23.0,3,0.9235249351208241,0.8615828318670071,-0.004811236993915535
2020-01-02 14:29:59.999999,"('CCRO3', 'ECOR3')",True,17.9,16.45,0.7097825699321881,,-0.44252409899520373,0.21040207704531944,0.21026248064455969,-0.4210544751031584,17.91,16.42,2020-01-02 13:30:00.000000,0.10513124032221527,210.68300560584873,23.0,4,0.9235249351208241,0.8615828318670071,-0.004811236993915535
2020-01-02 14:45:00.000001,"('CCRO3', 'ECOR3')",True,17.93,16.43,0.7097825699321881,,-0.3961146484926772,0.2102879528167115,0.21026248064455969,-0.4210544751031584,17.91,16.42,2020-01-02 13:30:00.000000,0.10513124032221527,210.68300560584873,23.0,5,0.9235249351208241,0.8615828318670071,-0.004811236993915535
2020-01-02 15:00:00.000000,"('CCRO3', 'ECOR3')",True,17.92,16.42,0.7097825699321881,,-0.39684439050175513,0.21018972466841637,0.21026248064455969,-0.4210544751031584,17.91,16.42,2020-01-02 13:30:00.000000,0.10513124032221527,210.68300560584873,23.0,6,0.9235249351208241,0.8615828318670071,-0.004811236993915535
2020-01-02 15:14:59.999999,"('CCRO3', 'ECOR3')",True,17.92,16.41,0.7097825699321881,,-0.38762248406630917,0.21003044085576086,0.21026248064455969,-0.4210544751031584,17.91,16.42,2020-01-02 13:30:00.000000,0.10513124032221527,210.68300560584873,23.0,7,0.9235249351208241,0.8615828318670071,-0.004811236993915535
2020-01-02 15:30:00.000001,"('CCRO3', 'ECOR3')",True,17.91,16.43,0.7097825699321881,,-0.40937213834047625,0.20992556190929648,0.21026248064455969,-0.4210544751031584,17.91,16.42,2020-01-02 13:30:00.000000,0.10513124032221527,210.68300560584873,23.0,8,0.9235249351208241,0.8615828318670071,-0.004811236993915535
