date,pair,status,price_fst_stock,price_scnd_stock,beta_open,beta_close,last_residual,std_residual,std_open_residual,residual_open,open_price_first_stock,open_price_scnd_stock,open_date,close_limit,stop_limit,halflife,days_open
2019-07-03,"('AZUL4', 'GOLL4')",True,44.16,35.57,0.9855773774630663,,-2.8153182921583095,1.2627339445770331,1.2627339445770331,-2.8153182921583095,44.16,35.57,2019-07-03,0.6313669722885203,1265.2594124661873,5000.0,0
2019-07-04,"('AZUL4', 'GOLL4')",True,46.75,38.17,0.9855773774630663,,-2.700922488363169,1.2740439753027981,1.2627339445770331,-2.8153182921583095,44.16,35.57,2019-07-03,0.6313669722885203,1265.2594124661873,5000.0,1
2019-07-05,"('AZUL4', 'GOLL4')",True,48.45,40.55,0.9855773774630663,,-3.214118654541963,1.290513694056552,1.2627339445770331,-2.8153182921583095,44.16,35.57,2019-07-03,0.6313669722885203,1265.2594124661873,5000.0,2
2019-07-08,"('AZUL4', 'GOLL4')",True,48.73,41.06,0.9855773774630663,,-3.299682509548852,1.3070966820283838,1.2627339445770331,-2.8153182921583095,44.16,35.57,2019-07-03,0.6313669722885203,1265.2594124661873,5000.0,3
2019-07-10,"('AZUL4', 'GOLL4')",True,49.99,40.88,0.9855773774630663,,-1.7881486119258057,1.3102757263706513,1.2627339445770331,-2.8153182921583095,44.16,35.57,2019-07-03,0.6313669722885203,1265.2594124661873,5000.0,4
2019-07-11,"('AZUL4', 'GOLL4')",True,49.47,40.52,0.9855773774630663,,-1.8845504820995203,1.3140430799204137,1.2627339445770331,-2.8153182921583095,44.16,35.57,2019-07-03,0.6313669722885203,1265.2594124661873,5000.0,5
2019-07-12,"('AZUL4', 'GOLL4')",True,49.09,39.25,0.9855773774630663,,-0.9977073481708061,1.3123556791907842,1.2627339445770331,-2.8153182921583095,44.16,35.57,2019-07-03,0.6313669722885203,1265.2594124661873,5000.0,6
2019-07-15,"('AZUL4', 'GOLL4')",close,49.36,38.3,0.9855773774630663,VAR CLOSE,0.1946016017382064,1.3087621912640772,1.2627339445770331,-2.8153182921583095,44.16,35.57,2019-07-03,0.6313669722885203,1265.2594124661873,5000.0,7
2019-08-07,"('AZUL4', 'GOLL4')",True,53.12,39.64,0.9475127791903617,,2.719124788642624,1.258946838027715,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,0
2019-08-08,"('AZUL4', 'GOLL4')",True,54.55,40.13,0.9475127791903617,,3.6221133297478474,1.2718345942031488,1.258946838027715,2.719124788642624,53.12,39.64,2019-08-07,0.6294734190138641,1261.4647317037704,5000.0,1
