time,open,high,low,close,tick_volume,spread,real_volume,ticker
2017-09-08,73396.0,73646.0,72925.0,73079.0,1367152,0,12736908903,IBOV
2017-09-11,73096.0,74636.0,73096.0,74319.0,677463,0,7014344358,IBOV
2017-09-12,74312.0,75332.0,74294.0,74539.0,1333686,0,14823972348,IBOV
2017-09-13,74543.0,75146.0,74196.0,74788.0,671188,0,6980003511,IBOV
2017-09-14,74787.0,74949.0,74397.0,74657.0,621420,0,6858820400,IBOV
2017-09-15,74655.0,75820.0,74648.0,75757.0,795936,0,11286790832,IBOV
2017-09-18,75758.0,76404.0,75621.0,75990.0,655006,0,6967063731,IBOV
2017-09-19,75988.0,76071.0,75300.0,75974.0,653682,0,6040290224,IBOV
2017-09-20,75971.0,76420.0,75074.0,76004.0,778671,0,8157777622,IBOV
2017-09-21,76014.0,76251.0,75282.0,75604.0,716293,0,7099490774,IBOV
2017-09-22,75618.0,75734.0,75029.0,75390.0,581626,0,5965857471,IBOV
2017-09-25,75381.0,75470.0,74303.0,74443.0,650352,0,6408800317,IBOV
2017-09-26,74443.0,74971.0,74319.0,74319.0,591721,0,7352456515,IBOV
2017-09-27,74358.0,74744.0,73125.0,73797.0,1360498,0,14570990376,IBOV
2017-09-28,73808.0,74011.0,73277.0,73567.0,733612,0,6276597152,IBOV
2017-09-29,73627.0,74518.0,73627.0,74294.0,630716,0,6446118616,IBOV
2017-10-02,74295.0,74506.0,73845.0,74360.0,578201,0,5305248713,IBOV
2017-10-03,74363.0,76763.0,74363.0,76763.0,778074,0,8322578678,IBOV
2017-10-04,76763.0,77004.0,76422.0,76591.0,607625,0,6463872451,IBOV
2017-10-05,76638.0,78024.0,76618.0,76618.0,824046,0,8659993762,IBOV
2017-10-06,76618.0,76618.0,75603.0,76055.0,591957,0,5805631719,IBOV
2017-10-09,76055.0,76067.0,75181.0,75727.0,478038,0,4784447871,IBOV
2017-10-10,75745.0,76996.0,75745.0,76897.0,647857,0,7422943430,IBOV
2017-10-11,76910.0,76985.0,76323.0,76660.0,727666,0,7981901381,IBOV
2017-10-13,76659.0,77319.0,76659.0,76990.0,754459,0,7527349969,IBOV
2017-10-16,76985.0,77382.0,76565.0,76892.0,719954,0,7030136387,IBOV
2017-10-17,76892.0,76892.0,76046.0,76201.0,701719,0,6337331219,IBOV
2017-10-18,76211.0,76730.0,76012.0,76591.0,870259,0,6957400654,IBOV
2017-10-19,76591.0,76591.0,75366.0,76283.0,576423,0,5276058119,IBOV
2017-10-20,76291.0,76971.0,76291.0,76391.0,508516,0,5852840017,IBOV
2017-10-23,76398.0,76498.0,75315.0,75413.0,590157,0,5615598061,IBOV
2017-10-24,75458.0,76420.0,75458.0,76350.0,580230,0,6585558752,IBOV
2017-10-25,76350.0,76883.0,75404.0,76671.0,607193,0,6410060037,IBOV
2017-10-26,76708.0,77061.0,75813.0,75896.0,617290,0,6438968349,IBOV
2017-10-27,75898.0,76617.0,75601.0,75976.0,689225,0,6950637544,IBOV
2017-10-30,75973.0,75973.0,74305.0,74800.0,896497,0,8082815594,IBOV
2017-10-31,74841.0,75142.0,74145.0,74308.0,825592,0,7452261600,IBOV
2017-11-01,74321.0,75199.0,73823.0,73824.0,874079,0,7750859696,IBOV
2017-11-03,73834.0,74254.0,73094.0,73915.0,1075920,0,9178455557,IBOV
2017-11-06,73911.0,74445.0,73830.0,74311.0,767041,0,7103700570,IBOV
2017-11-07,74228.0,74228.0,72386.0,72415.0,1083045,0,10266742846,IBOV
2017-11-08,72468.0,74481.0,72468.0,74363.0,798164,0,7142712136,IBOV
2017-11-09,74362.0,74362.0,72795.0,72933.0,767308,0,7032778045,IBOV
2017-11-10,72932.0,73019.0,71920.0,72166.0,711175,0,6666065062,IBOV
2017-11-13,72170.0,72735.0,71776.0,72475.0,664075,0,5977505114,IBOV
2017-11-14,72492.0,72838.0,70825.0,70827.0,1266630,0,51654408111,IBOV
2017-11-16,70835.0,72896.0,70835.0,72512.0,807077,0,6940710676,IBOV
2017-11-17,72503.0,73632.0,72390.0,73437.0,643702,0,5698658281,IBOV
2017-11-21,73439.0,75073.0,73439.0,74595.0,751863,0,7551945248,IBOV
2017-11-22,74611.0,75019.0,74242.0,74519.0,69522434,0,711569871052,IBOV
2017-11-23,74519.0,74578.0,73851.0,74487.0,731515,0,6037345174,IBOV
2017-11-24,74503.0,74542.0,74093.0,74157.0,427643,0,5416056186,IBOV
2017-11-27,74011.0,74142.0,73159.0,74059.0,616496,0,5675601006,IBOV
2017-11-28,74151.0,74989.0,74056.0,74140.0,704029,0,6622631899,IBOV
2017-11-29,74146.0,74515.0,72700.0,72700.0,867479,0,7593412705,IBOV
2017-11-30,72700.0,72700.0,71215.0,71783.0,1165897,0,11129559841,IBOV
2017-12-01,71955.0,72472.0,71488.0,72264.0,1381901,0,11640577688,IBOV
2017-12-04,72266.0,73749.0,72266.0,73090.0,692883,0,6333331558,IBOV
2017-12-05,73090.0,74166.0,72319.0,72546.0,641667,0,6192820928,IBOV
2017-12-06,72481.0,73418.0,71906.0,73268.0,701242,0,6564198867,IBOV
2017-12-07,73258.0,73258.0,71356.0,72487.0,773657,0,7064377740,IBOV
2017-12-08,72489.0,73425.0,72489.0,72732.0,585235,0,6390129195,IBOV
2017-12-11,72839.0,73361.0,72498.0,72800.0,540166,0,5173197679,IBOV
2017-12-12,72800.0,73814.0,71798.0,73814.0,638428,0,6192436617,IBOV
2017-12-13,73827.0,74622.0,72569.0,72914.0,1043205,0,10077143543,IBOV
2017-12-14,72761.0,72761.0,71969.0,72429.0,671186,0,7453873996,IBOV
2017-12-15,72428.0,73069.0,72277.0,72608.0,738565,0,9855119459,IBOV
2017-12-18,72665.0,73519.0,72665.0,73115.0,608679,0,7081983153,IBOV
2017-12-19,73122.0,73139.0,72347.0,72680.0,577496,0,4923358381,IBOV
2017-12-20,72680.0,73492.0,72680.0,73367.0,598133,0,4526664388,IBOV
2017-12-21,73373.0,75133.0,73265.0,75133.0,627592,0,6639290301,IBOV
2017-12-22,75128.0,75227.0,74623.0,75187.0,439888,0,4074293610,IBOV
2017-12-26,75187.0,75837.0,74924.0,75708.0,359260,0,3433859729,IBOV
2017-12-27,75708.0,76293.0,75708.0,76073.0,428258,0,3764330406,IBOV
2017-12-28,76077.0,76437.0,76077.0,76402.0,475561,0,4882189544,IBOV
2018-01-02,76403.0,77909.0,76403.0,77891.0,1419488,0,11740510372,IBOV
2018-01-03,77889.0,78414.0,77602.0,77995.0,681018,0,6797208555,IBOV
2018-01-04,77998.0,79135.0,77998.0,78647.0,824121,0,7584589858,IBOV
2018-01-05,78644.0,79071.0,78218.0,79071.0,643695,0,6183339952,IBOV
2018-01-08,79074.0,79395.0,78631.0,79379.0,653303,0,5817393013,IBOV
2018-01-09,79343.0,79415.0,78699.0,78864.0,708059,0,7440459369,IBOV
2018-01-10,78863.0,78863.0,78164.0,78201.0,606810,0,5873180886,IBOV
2018-01-11,78201.0,79365.0,78201.0,79365.0,631390,0,6896070568,IBOV
2018-01-12,79365.0,79440.0,78861.0,79349.0,744723,0,7224580864,IBOV
2018-01-15,79349.0,79847.0,79349.0,79752.0,396259,0,4085789638,IBOV
2018-01-16,79751.0,80246.0,79668.0,79832.0,638069,0,6835676457,IBOV
2018-01-17,79832.0,81189.0,79828.0,81189.0,760018,0,7387459519,IBOV
2018-01-18,81185.0,81367.0,80498.0,80963.0,757504,0,7623195238,IBOV
2018-01-19,80965.0,81429.0,80854.0,81220.0,580722,0,6881250978,IBOV
2018-01-22,81216.0,81675.0,80923.0,81675.0,600027,0,6329991710,IBOV
2018-01-23,81676.0,81676.0,80524.0,80679.0,754127,0,9372973250,IBOV
2018-01-24,80679.0,83680.0,80679.0,83680.0,1102395,0,13070092876,IBOV
2018-01-26,83687.0,85531.0,83687.0,85531.0,1284957,0,13468593941,IBOV
2018-01-29,85531.0,85531.0,84341.0,84698.0,760610,0,9494384475,IBOV
2018-01-30,84697.0,84697.0,83804.0,84482.0,667544,0,8488940132,IBOV
2018-01-31,84485.0,86213.0,84484.0,84913.0,869284,0,10203825500,IBOV
2018-02-01,84913.0,86028.0,84833.0,85495.0,897604,0,10466390991,IBOV
2018-02-02,85495.0,85495.0,83831.0,84041.0,757332,0,8388630960,IBOV
2018-02-05,84040.0,84311.0,81861.0,81861.0,653569,0,7969121794,IBOV
2018-02-06,81799.0,84162.0,80804.0,83894.0,1215728,0,14641882047,IBOV
2018-02-07,83894.0,84410.0,82548.0,82767.0,877383,0,9686749329,IBOV
2018-02-08,82773.0,83501.0,81109.0,81533.0,835742,0,9506725052,IBOV
2018-02-09,81532.0,81897.0,79690.0,80899.0,1056686,0,10286449714,IBOV
2018-02-14,80901.0,83782.0,80901.0,83543.0,906571,0,9689842575,IBOV
2018-02-15,83575.0,84686.0,83575.0,84291.0,763151,0,8984772436,IBOV
2018-02-16,84291.0,84575.0,83824.0,84525.0,688753,0,8871487284,IBOV
2018-02-19,84545.0,84956.0,84544.0,84793.0,451864,0,4988258948,IBOV
2018-02-20,84776.0,86290.0,84261.0,85804.0,841646,0,10157584957,IBOV
2018-02-21,85804.0,87358.0,85804.0,86052.0,1966378,0,24731470306,IBOV
2018-02-22,86050.0,87159.0,86050.0,86686.0,770955,0,9148363440,IBOV
2018-02-23,86719.0,87345.0,86138.0,87293.0,807043,0,10940353797,IBOV
2018-02-26,87296.0,88318.0,87242.0,87653.0,1001801,0,9983450755,IBOV
2018-02-27,87649.0,87839.0,86613.0,86935.0,786309,0,8179399663,IBOV
2018-02-28,86939.0,87109.0,85199.0,85354.0,898045,0,15170430403,IBOV
2018-03-01,85337.0,86260.0,84640.0,85378.0,939171,0,10045735715,IBOV
2018-03-02,85378.0,85761.0,83897.0,85761.0,833345,0,8592521450,IBOV
2018-03-05,85768.0,86165.0,85053.0,86023.0,760183,0,8211988006,IBOV
2018-03-06,86023.0,86931.0,85653.0,85653.0,862067,0,8850284721,IBOV
2018-03-07,85653.0,85653.0,84397.0,85484.0,803064,0,8676502008,IBOV
2018-03-08,85510.0,85830.0,84491.0,84985.0,722397,0,8823035040,IBOV
2018-03-09,84989.0,86389.0,84749.0,86371.0,809103,0,8590220425,IBOV
2018-03-12,86386.0,87046.0,86386.0,86900.0,621108,0,6833159856,IBOV
2018-03-13,86938.0,87333.0,86119.0,86384.0,676893,0,7091870995,IBOV
2018-03-14,86383.0,86970.0,85691.0,86051.0,567869,0,6914368387,IBOV
2018-03-15,86030.0,86030.0,84720.0,84928.0,777107,0,9587128228,IBOV
2018-03-16,84928.0,85495.0,84525.0,84886.0,765064,0,14962645324,IBOV
2018-03-19,84886.0,84886.0,83678.0,83913.0,867036,0,8658205784,IBOV
2018-03-20,83968.0,84412.0,83682.0,84164.0,608889,0,6449440457,IBOV
2018-03-21,84161.0,85145.0,84080.0,84977.0,772808,0,8799572174,IBOV
2018-03-22,84984.0,85499.0,84197.0,84768.0,768366,0,8332551662,IBOV
2018-03-23,84551.0,85450.0,84042.0,84377.0,752213,0,8194000414,IBOV
2018-03-26,84377.0,85553.0,84357.0,85088.0,1461833,0,14870952118,IBOV
2018-03-27,85103.0,85296.0,83542.0,83808.0,646015,0,7514647928,IBOV
2018-03-28,83806.0,83889.0,82889.0,83874.0,746282,0,7148827562,IBOV
2018-03-29,83874.0,85708.0,83874.0,85366.0,746932,0,8395999590,IBOV
2018-04-02,85365.0,85675.0,84166.0,84666.0,645437,0,6504208971,IBOV
2018-04-03,84669.0,85411.0,84210.0,84623.0,602116,0,6788590399,IBOV
2018-04-04,84610.0,84610.0,82826.0,84360.0,705648,0,7232860156,IBOV
2018-04-05,84374.0,86148.0,84374.0,85210.0,825457,0,11310363735,IBOV
2018-04-06,85210.0,85210.0,83833.0,84820.0,726024,0,7665687243,IBOV
2018-04-09,84832.0,85110.0,83155.0,83307.0,750406,0,7680697629,IBOV
2018-04-10,83328.0,84538.0,83327.0,84510.0,776979,0,8796797135,IBOV
2018-04-11,84494.0,85417.0,84340.0,85246.0,702484,0,8224136651,IBOV
2018-04-12,85291.0,85577.0,85025.0,85444.0,701996,0,7113529793,IBOV
2018-04-13,85425.0,85425.0,84144.0,84334.0,758548,0,8177441514,IBOV
2018-04-16,84328.0,84591.0,82762.0,82862.0,657153,0,7373139929,IBOV
2018-04-17,82862.0,84191.0,82810.0,84086.0,691139,0,6594725240,IBOV
2018-04-18,84125.0,86149.0,84125.0,85776.0,963966,0,10842792955,IBOV
2018-04-19,85665.0,86059.0,85197.0,85824.0,741778,0,8717369097,IBOV
2018-04-20,85823.0,85823.0,85025.0,85550.0,605862,0,6987699651,IBOV
2018-04-23,85520.0,85746.0,84711.0,85603.0,619575,0,6397641912,IBOV
2018-04-24,85603.0,86578.0,85106.0,85469.0,690613,0,7256491232,IBOV
2018-04-25,85466.0,85466.0,84349.0,85044.0,748240,0,8097887959,IBOV
2018-04-26,85079.0,86383.0,85079.0,86383.0,731808,0,8282642044,IBOV
2018-04-27,86403.0,87179.0,86262.0,86445.0,717144,0,7845984560,IBOV
2018-04-30,86443.0,86739.0,85979.0,86116.0,542354,0,5489700108,IBOV
2018-05-02,86111.0,86111.0,84383.0,84547.0,924249,0,9705704213,IBOV
2018-05-03,84547.0,84562.0,83178.0,83288.0,894231,0,9972011723,IBOV
2018-05-04,83286.0,83671.0,82746.0,83122.0,738482,0,8884877646,IBOV
2018-05-07,83122.0,83643.0,82602.0,82714.0,695498,0,7471509946,IBOV
2018-05-08,82716.0,83409.0,82201.0,82956.0,29669789,0,344316615547,IBOV
2018-05-09,82977.0,84447.0,82855.0,84265.0,938473,0,11723762304,IBOV
2018-05-10,84324.0,86201.0,84324.0,85861.0,991108,0,12034448254,IBOV
2018-05-11,85861.0,86406.0,85183.0,85220.0,954079,0,11126672906,IBOV
2018-05-14,85279.0,86105.0,84688.0,85232.0,1044200,0,10292877143,IBOV
2018-05-15,85225.0,85231.0,83830.0,85130.0,1109730,0,11310978696,IBOV
2018-05-16,85122.0,86678.0,85044.0,86537.0,810436,0,9769039100,IBOV
2018-05-17,86537.0,86537.0,83377.0,83622.0,1253192,0,14766200076,IBOV
2018-05-18,83569.0,83575.0,81391.0,83082.0,1317523,0,15034418808,IBOV
2018-05-21,83095.0,83883.0,81576.0,81815.0,959201,0,10739238017,IBOV
2018-05-22,82015.0,83396.0,81613.0,82739.0,1089857,0,11839023418,IBOV
2018-05-23,82742.0,82742.0,80867.0,80867.0,870664,0,9207541386,IBOV
2018-05-24,80860.0,80860.0,79027.0,80122.0,1213031,0,14374013710,IBOV
2018-05-25,80129.0,80629.0,78622.0,78898.0,993477,0,10318731858,IBOV
2018-05-28,78886.0,78886.0,75337.0,75356.0,1035049,0,8951720016,IBOV
2018-05-29,75361.0,77214.0,75361.0,76072.0,1540636,0,13258741408,IBOV
2018-05-30,76045.0,77097.0,75515.0,76754.0,1357174,0,17635271186,IBOV
2018-06-01,76779.0,78169.0,75524.0,77240.0,2465627,0,25428407992,IBOV
2018-06-04,77244.0,78637.0,77244.0,78596.0,868748,0,9035322764,IBOV
2018-06-05,78595.0,78892.0,76412.0,76642.0,1025013,0,10047803020,IBOV
2018-06-06,76641.0,76967.0,75518.0,76117.0,1072320,0,10755188403,IBOV
2018-06-07,76104.0,76104.0,71162.0,73851.0,1794390,0,16820585724,IBOV
2018-06-08,73848.0,74031.0,71679.0,72942.0,1442592,0,12578829074,IBOV
2018-06-11,72924.0,73716.0,71843.0,72308.0,968067,0,7619602449,IBOV
2018-06-12,72308.0,73322.0,72124.0,72754.0,965118,0,8149384878,IBOV
2018-06-13,72757.0,72977.0,71035.0,72122.0,41094328,0,338253429090,IBOV
2018-06-14,72180.0,72708.0,71344.0,71421.0,1035987,0,9423182361,IBOV
2018-06-15,71421.0,71421.0,69583.0,70758.0,1250340,0,14099762853,IBOV
2018-06-18,70757.0,70757.0,69360.0,69815.0,895285,0,7275241145,IBOV
2018-06-19,69811.0,72010.0,69069.0,71394.0,1164724,0,11231722000,IBOV
2018-06-20,71434.0,72617.0,71155.0,72123.0,954156,0,9327896621,IBOV
2018-06-21,72117.0,72207.0,70019.0,70075.0,890840,0,7213034642,IBOV
2018-06-22,70077.0,71058.0,69907.0,70641.0,688331,0,6039623910,IBOV
2018-06-25,70642.0,71323.0,69779.0,70953.0,725551,0,7081930015,IBOV
2018-06-26,71024.0,71622.0,70203.0,71405.0,775556,0,11083787874,IBOV
2018-06-27,71405.0,72032.0,70134.0,70609.0,891444,0,7484934513,IBOV
2018-06-28,70609.0,72092.0,70439.0,71767.0,750165,0,7178781175,IBOV
2018-06-29,71779.0,73020.0,71779.0,72763.0,854732,0,8069623325,IBOV
2018-07-02,72763.0,72840.0,71935.0,72840.0,592095,0,5637879171,IBOV
2018-07-03,72848.0,74515.0,72848.0,73668.0,728592,0,6843300474,IBOV
2018-07-04,73727.0,74904.0,73450.0,74744.0,463099,0,4382384588,IBOV
2018-07-05,74751.0,75127.0,73756.0,74553.0,769938,0,7438336097,IBOV
2018-07-06,74563.0,75065.0,74048.0,75008.0,610675,0,5692272367,IBOV
2018-07-10,75015.0,75895.0,74431.0,74862.0,786472,0,8665908499,IBOV
2018-07-11,74862.0,75025.0,74196.0,74399.0,712663,0,8247978789,IBOV
2018-07-12,74403.0,75898.0,74403.0,75856.0,778207,0,8147476700,IBOV
2018-07-13,75856.0,76682.0,75554.0,76596.0,748011,0,7844045092,IBOV
2018-07-16,76587.0,76924.0,76129.0,76653.0,735753,0,6884023519,IBOV
2018-07-17,76653.0,78522.0,76482.0,78130.0,915703,0,8491312996,IBOV
2018-07-18,78124.0,78496.0,77164.0,77363.0,727752,0,8159643237,IBOV
2018-07-19,77360.0,77487.0,75890.0,77487.0,715183,0,8728412173,IBOV
2018-07-20,77501.0,79489.0,77501.0,78571.0,1039928,0,11031506581,IBOV
2018-07-23,78564.0,78639.0,77871.0,77996.0,599680,0,5498417144,IBOV
2018-07-24,78005.0,79497.0,78005.0,79155.0,721775,0,7548821955,IBOV
2018-07-25,79233.0,80437.0,79227.0,80218.0,796307,0,8407374260,IBOV
2018-07-26,80242.0,80589.0,79081.0,79405.0,711811,0,9972367355,IBOV
2018-07-27,79405.0,80251.0,79405.0,79866.0,689339,0,7246391377,IBOV
2018-07-30,79866.0,80492.0,79699.0,80276.0,603327,0,6197559888,IBOV
2018-07-31,80279.0,80279.0,79016.0,79220.0,818238,0,7909031707,IBOV
2018-08-01,79212.0,79731.0,78769.0,79302.0,733219,0,8071206183,IBOV
2018-08-02,79237.0,79896.0,78573.0,79637.0,624484,0,7183477190,IBOV
2018-08-03,79656.0,81792.0,79656.0,81435.0,859882,0,9250936381,IBOV
2018-08-06,81445.0,81765.0,80965.0,81051.0,634033,0,6069692398,IBOV
2018-08-07,81094.0,81742.0,79923.0,80347.0,975458,0,9723035283,IBOV
2018-08-08,80365.0,80912.0,78966.0,79152.0,864238,0,8862498739,IBOV
2018-08-09,79171.0,79461.0,78156.0,78768.0,956853,0,8391581792,IBOV
2018-08-10,78766.0,78766.0,76043.0,76514.0,1129372,0,10058106499,IBOV
2018-08-13,76513.0,77689.0,75931.0,77496.0,861136,0,8297843555,IBOV
2018-08-14,77556.0,78742.0,77555.0,78602.0,796385,0,7842984429,IBOV
2018-08-15,78614.0,78618.0,76829.0,77078.0,1056519,0,9937018205,IBOV
2018-08-16,77085.0,77704.0,76381.0,76819.0,783585,0,7487394868,IBOV
2018-08-17,76817.0,76817.0,75633.0,76029.0,906255,0,8389820304,IBOV
2018-08-20,76029.0,76497.0,75608.0,76328.0,823653,0,7843771268,IBOV
2018-08-21,76327.0,76340.0,74915.0,75180.0,1004553,0,8839374377,IBOV
2018-08-22,75171.0,76904.0,74876.0,76902.0,769429,0,7541382513,IBOV
2018-08-23,76899.0,77232.0,75466.0,75634.0,895775,0,8378611373,IBOV
2018-08-24,75653.0,76629.0,75653.0,76262.0,701545,0,6403868559,IBOV
2018-08-27,76264.0,78008.0,76264.0,77930.0,585655,0,5801118211,IBOV
2018-08-28,77928.0,78038.0,77149.0,77473.0,677361,0,6572329867,IBOV
2018-08-29,77472.0,78783.0,77399.0,78389.0,704011,0,6893097445,IBOV
2018-08-30,78365.0,78365.0,76372.0,76404.0,834916,0,7886104082,IBOV
2018-08-31,76386.0,77202.0,76026.0,76678.0,757673,0,9349791390,IBOV
2018-09-03,76675.0,76675.0,75729.0,76193.0,441665,0,3605396245,IBOV
2018-09-04,76177.0,76185.0,74605.0,74712.0,803080,0,6797208115,IBOV
2018-09-05,74712.0,75370.0,74276.0,75092.0,631369,0,6472343564,IBOV
2018-09-06,75098.0,76533.0,74986.0,76416.0,771820,0,7181835586,IBOV
2018-09-10,76416.0,77293.0,76115.0,76436.0,730917,0,7040072438,IBOV
2018-09-11,76437.0,76437.0,74275.0,74657.0,885751,0,7363819766,IBOV
2018-09-12,74680.0,75680.0,74499.0,75125.0,761132,0,8042953194,IBOV
2018-09-13,75126.0,75407.0,74501.0,74687.0,764626,0,6881867025,IBOV
2018-09-14,74687.0,75705.0,74445.0,75429.0,793210,0,7294566290,IBOV
2018-09-17,75428.0,76893.0,75227.0,76789.0,708010,0,7233598504,IBOV
2018-09-18,76779.0,78454.0,76677.0,78314.0,860125,0,9221666891,IBOV
2018-09-19,78242.0,79021.0,77624.0,78169.0,778236,0,8039278366,IBOV
2018-09-20,78169.0,78944.0,77820.0,78116.0,636128,0,6665493098,IBOV
2018-09-21,78148.0,80002.0,78148.0,79444.0,777768,0,11047716738,IBOV
2018-09-24,79447.0,79447.0,77857.0,77984.0,613254,0,6139096231,IBOV
2018-09-25,77980.0,78688.0,77005.0,78630.0,763069,0,8345770313,IBOV
2018-09-26,78636.0,79461.0,78530.0,78656.0,930597,0,8764149727,IBOV
2018-09-27,78676.0,80107.0,78676.0,80000.0,930101,0,10325888414,IBOV
2018-09-28,80000.0,80000.0,78967.0,79342.0,666902,0,8973832361,IBOV
2018-10-01,79350.0,79557.0,78091.0,78624.0,621698,0,6597585507,IBOV
2018-10-02,78625.0,81778.0,78625.0,81612.0,1367758,0,14157370507,IBOV
2018-10-03,81624.0,85442.0,81623.0,83273.0,1620168,0,18810333506,IBOV
2018-10-04,83275.0,83430.0,81892.0,82953.0,952191,0,11481003757,IBOV
2018-10-05,82999.0,83805.0,82030.0,82322.0,1014444,0,12271135681,IBOV
2018-10-08,82324.0,87333.0,82324.0,86084.0,2112462,0,24576056478,IBOV
2018-10-09,86066.0,86573.0,85433.0,86088.0,1234731,0,14832800041,IBOV
2018-10-10,86084.0,86085.0,83679.0,83679.0,1040418,0,11907527023,IBOV
2018-10-11,83700.0,84749.0,82607.0,82921.0,1076050,0,12692314782,IBOV
2018-10-15,82922.0,84278.0,82922.0,83360.0,1038260,0,11671774384,IBOV
2018-10-16,83420.0,85718.0,83420.0,85718.0,1040671,0,12042629681,IBOV
2018-10-17,85684.0,86167.0,84944.0,85764.0,1043356,0,12286812372,IBOV
2018-10-18,85760.0,85760.0,83846.0,83847.0,874123,0,9956884473,IBOV
2018-10-19,83845.0,84954.0,83667.0,84220.0,779811,0,8680782470,IBOV
2018-10-22,84222.0,85772.0,84222.0,85597.0,831345,0,9044266939,IBOV
2018-10-23,85595.0,85595.0,84032.0,85300.0,1007600,0,10800989533,IBOV
2018-10-24,85302.0,85786.0,83035.0,83064.0,973337,0,11142355612,IBOV
2018-10-25,83124.0,84831.0,83124.0,84084.0,1204855,0,13050335669,IBOV
2018-10-26,84084.0,85720.0,83497.0,85720.0,1469995,0,16353520867,IBOV
2018-10-29,85728.0,88377.0,82783.0,83797.0,1719109,0,19699635557,IBOV
2018-10-30,83802.0,86990.0,83802.0,86886.0,1613111,0,16770103155,IBOV
2018-10-31,86889.0,88028.0,86213.0,87424.0,1271618,0,14799827568,IBOV
2018-11-01,87454.0,89017.0,87094.0,88419.0,1203404,0,15414135860,IBOV
2018-11-05,88418.0,89598.0,88347.0,89598.0,1125215,0,11981247722,IBOV
2018-11-06,89587.0,89587.0,88066.0,88669.0,960329,0,11941646484,IBOV
2018-11-07,88676.0,89565.0,87541.0,87714.0,1045227,0,11664071555,IBOV
2018-11-08,87732.0,88570.0,85620.0,85620.0,1091768,0,13093929742,IBOV
2018-11-09,85620.0,86233.0,84030.0,85641.0,1019913,0,12305538501,IBOV
2018-11-12,85637.0,86227.0,85009.0,85525.0,831877,0,8550672480,IBOV
2018-11-13,85531.0,85941.0,84071.0,84914.0,982502,0,11009361635,IBOV
2018-11-14,84898.0,85973.0,84267.0,85973.0,1128767,0,13674532420,IBOV
2018-11-16,85975.0,88516.0,85975.0,88515.0,1206253,0,12892107671,IBOV
2018-11-19,88472.0,88484.0,87047.0,87901.0,792438,0,9367395587,IBOV
2018-11-21,87896.0,87896.0,86254.0,87269.0,1906788,0,20492504677,IBOV
2018-11-22,87246.0,87656.0,87222.0,87477.0,1063107,0,10799722176,IBOV
2018-11-23,87476.0,87477.0,85763.0,86230.0,936070,0,10396615782,IBOV
2018-11-26,86237.0,87147.0,84905.0,85547.0,6362571,0,68013706236,IBOV
2018-11-27,85558.0,88018.0,85377.0,87891.0,1228043,0,11981471049,IBOV
2018-11-28,87891.0,89483.0,87153.0,89251.0,1157965,0,13103854399,IBOV
2018-11-29,89249.0,89910.0,88475.0,89710.0,928156,0,10420651614,IBOV
2018-11-30,89709.0,90246.0,89258.0,89504.0,1079800,0,16102458810,IBOV
2018-12-03,89511.0,91242.0,89429.0,89820.0,1230900,0,14813487672,IBOV
2018-12-04,89820.0,90452.0,88041.0,88624.0,1131812,0,12411539126,IBOV
2018-12-05,88644.0,89111.0,88449.0,89040.0,624530,0,6578174852,IBOV
2018-12-06,88933.0,88933.0,87025.0,88846.0,1018754,0,10594457752,IBOV
2018-12-07,88849.0,89986.0,87907.0,88115.0,947696,0,11088919200,IBOV
2018-12-10,88115.0,88384.0,85915.0,85915.0,902336,0,9545843658,IBOV
2018-12-11,85949.0,87520.0,85583.0,86420.0,945653,0,10576607406,IBOV
2018-12-12,86467.0,87946.0,86467.0,86977.0,1184685,0,11808102106,IBOV
2018-12-13,86984.0,87842.0,86856.0,87838.0,844566,0,8638942179,IBOV
2018-12-14,87838.0,88184.0,87106.0,87450.0,789425,0,8595175209,IBOV
2018-12-17,87448.0,87820.0,86328.0,86400.0,833756,0,9060734526,IBOV
2018-12-18,86400.0,87274.0,86400.0,86610.0,869486,0,9636782061,IBOV
2018-12-19,86657.0,88101.0,85674.0,85674.0,1017590,0,13361781685,IBOV
2018-12-20,85678.0,86584.0,84756.0,85269.0,1013578,0,12902055310,IBOV
2018-12-21,85269.0,86554.0,85134.0,85697.0,941814,0,14432196298,IBOV
2018-12-26,85684.0,85684.0,83892.0,85136.0,787375,0,7714979946,IBOV
2018-12-27,85141.0,85739.0,84876.0,85460.0,793419,0,8067461124,IBOV
2018-12-28,85509.0,88044.0,85504.0,87887.0,860987,0,9037923165,IBOV
2019-01-02,87879.0,91479.0,87536.0,91012.0,1327689,0,14161809518,IBOV
2019-01-03,91011.0,91596.0,89922.0,91564.0,1312636,0,17365707795,IBOV
2019-01-04,91577.0,92701.0,90824.0,91841.0,3556069,0,41567673771,IBOV
2019-01-07,91845.0,92552.0,91288.0,91699.0,986162,0,12083536033,IBOV
2019-01-08,91702.0,92231.0,91064.0,92032.0,1166559,0,11563913913,IBOV
2019-01-09,92033.0,93626.0,92028.0,93613.0,1320061,0,13248664745,IBOV
2019-01-10,93599.0,93987.0,93050.0,93806.0,1112618,0,11782883660,IBOV
2019-01-11,93806.0,93961.0,93359.0,93658.0,1179464,0,11912983438,IBOV
2019-01-14,93650.0,94474.0,93335.0,94474.0,1053151,0,10831341205,IBOV
2019-01-15,94474.0,94695.0,93402.0,94056.0,998057,0,12130120683,IBOV
